,Show,EpId,ClipId,Path,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
7700,StrongVoices,1,31,clips/StrongVoices/1/StrongVoices_1_31.wav,22031840,22079840,0,0,0,0,0,0,0,0,3,0,0,0
7701,StrongVoices,1,32,clips/StrongVoices/1/StrongVoices_1_32.wav,24376160,24424160,0,0,0,0,0,0,0,0,3,0,0,0
7702,StrongVoices,1,33,clips/StrongVoices/1/StrongVoices_1_33.wav,25480640,25528640,0,0,0,0,0,0,0,0,3,0,0,0
7703,StrongVoices,1,34,clips/StrongVoices/1/StrongVoices_1_34.wav,26162720,26210720,0,0,2,1,0,0,0,0,0,0,0,0
7704,StrongVoices,1,35,clips/StrongVoices/1/StrongVoices_1_35.wav,26199840,26247840,0,0,0,0,0,0,0,1,3,1,0,0
7705,StrongVoices,1,36,clips/StrongVoices/1/StrongVoices_1_36.wav,26486240,26534240,0,0,0,1,0,0,0,0,2,1,0,0
7706,StrongVoices,1,37,clips/StrongVoices/1/StrongVoices_1_37.wav,27729280,27777280,0,0,0,0,0,0,0,0,3,0,0,0
7707,StrongVoices,1,38,clips/StrongVoices/1/StrongVoices_1_38.wav,28217120,28265120,0,0,0,0,0,1,1,0,2,0,0,0
7708,StrongVoices,1,39,clips/StrongVoices/1/StrongVoices_1_39.wav,28709760,28757760,0,0,3,0,0,0,0,0,1,0,0,0
7709,StrongVoices,2,0,clips/StrongVoices/2/StrongVoices_2_0.wav,35919040,35967040,0,0,0,1,0,1,0,0,2,0,0,0
7710,StrongVoices,2,1,clips/StrongVoices/2/StrongVoices_2_1.wav,36069920,36117920,0,0,0,1,0,0,2,0,2,2,0,0
7711,StrongVoices,2,2,clips/StrongVoices/2/StrongVoices_2_2.wav,1943520,1991520,0,0,2,1,0,0,0,1,0,0,0,0
7712,StrongVoices,2,3,clips/StrongVoices/2/StrongVoices_2_3.wav,2740640,2788640,0,0,0,1,0,0,1,1,3,1,0,0
7713,StrongVoices,2,4,clips/StrongVoices/2/StrongVoices_2_4.wav,2963200,3011200,0,0,0,1,0,0,0,1,3,0,0,1
7714,StrongVoices,2,5,clips/StrongVoices/2/StrongVoices_2_5.wav,4975840,5023840,0,0,0,2,0,0,0,1,1,3,0,0
7715,StrongVoices,2,6,clips/StrongVoices/2/StrongVoices_2_6.wav,5554080,5602080,0,0,0,1,0,0,0,0,2,0,0,0
7716,StrongVoices,2,7,clips/StrongVoices/2/StrongVoices_2_7.wav,7392960,7440960,0,0,1,1,0,0,0,0,1,0,0,0
7717,StrongVoices,2,8,clips/StrongVoices/2/StrongVoices_2_8.wav,7431520,7479520,0,0,0,0,0,1,0,0,2,0,0,0
7718,StrongVoices,2,9,clips/StrongVoices/2/StrongVoices_2_9.wav,7685920,7733920,0,0,3,0,0,0,0,0,0,0,0,0
7719,StrongVoices,2,10,clips/StrongVoices/2/StrongVoices_2_10.wav,7742240,7790240,0,0,0,2,0,0,0,0,2,1,0,0
7720,StrongVoices,2,11,clips/StrongVoices/2/StrongVoices_2_11.wav,8106400,8154400,0,0,1,1,0,0,0,0,2,0,0,0
7721,StrongVoices,2,12,clips/StrongVoices/2/StrongVoices_2_12.wav,9387680,9435680,0,0,1,0,0,0,0,0,2,0,0,0
7722,StrongVoices,2,13,clips/StrongVoices/2/StrongVoices_2_13.wav,9835840,9883840,0,0,0,0,0,0,0,0,3,1,0,0
7723,StrongVoices,2,14,clips/StrongVoices/2/StrongVoices_2_14.wav,9864800,9912800,0,0,0,0,0,0,0,0,3,0,0,0
7724,StrongVoices,2,15,clips/StrongVoices/2/StrongVoices_2_15.wav,11193920,11241920,0,0,1,0,0,0,0,0,3,0,0,0
7725,StrongVoices,2,16,clips/StrongVoices/2/StrongVoices_2_16.wav,12123040,12171040,0,0,0,1,0,0,0,0,2,0,0,0
7726,StrongVoices,2,17,clips/StrongVoices/2/StrongVoices_2_17.wav,12729920,12777920,0,0,1,0,0,0,0,0,2,0,0,0
7727,StrongVoices,2,18,clips/StrongVoices/2/StrongVoices_2_18.wav,12821440,12869440,0,0,1,0,1,0,0,1,1,0,0,0
7728,StrongVoices,2,19,clips/StrongVoices/2/StrongVoices_2_19.wav,14138400,14186400,0,0,0,0,0,0,0,0,3,0,0,0
7729,StrongVoices,2,20,clips/StrongVoices/2/StrongVoices_2_20.wav,15466560,15514560,0,0,0,0,0,0,0,0,3,0,0,0
7730,StrongVoices,2,21,clips/StrongVoices/2/StrongVoices_2_21.wav,15495360,15543360,0,0,0,1,0,0,0,0,2,1,0,0
7731,StrongVoices,2,22,clips/StrongVoices/2/StrongVoices_2_22.wav,17659680,17707680,0,0,1,1,0,1,0,0,2,1,0,0
7732,StrongVoices,2,23,clips/StrongVoices/2/StrongVoices_2_23.wav,19004960,19052960,0,0,3,1,0,0,0,0,0,1,0,0
7733,StrongVoices,2,24,clips/StrongVoices/2/StrongVoices_2_24.wav,19628640,19676640,0,0,2,0,0,0,0,0,1,0,0,0
7734,StrongVoices,2,25,clips/StrongVoices/2/StrongVoices_2_25.wav,21003680,21051680,0,0,0,0,0,0,0,0,3,0,0,0
7735,StrongVoices,2,26,clips/StrongVoices/2/StrongVoices_2_26.wav,21035360,21083360,0,0,1,0,0,0,0,0,2,0,0,0
7736,StrongVoices,2,27,clips/StrongVoices/2/StrongVoices_2_27.wav,21879200,21927200,0,0,1,0,0,0,0,0,2,0,0,0
7737,StrongVoices,2,28,clips/StrongVoices/2/StrongVoices_2_28.wav,21911040,21959040,0,0,0,1,0,0,0,0,2,0,0,0
7738,StrongVoices,2,29,clips/StrongVoices/2/StrongVoices_2_29.wav,22012480,22060480,0,0,0,2,0,0,0,0,1,0,0,0
7739,StrongVoices,2,30,clips/StrongVoices/2/StrongVoices_2_30.wav,22565760,22613760,0,0,0,1,0,0,0,0,3,1,0,0
7740,StrongVoices,2,31,clips/StrongVoices/2/StrongVoices_2_31.wav,23749440,23797440,0,0,0,2,0,0,0,0,1,0,0,1
7741,StrongVoices,2,32,clips/StrongVoices/2/StrongVoices_2_32.wav,24783840,24831840,0,0,0,0,0,0,0,0,3,0,0,0
7742,StrongVoices,2,33,clips/StrongVoices/2/StrongVoices_2_33.wav,24903680,24951680,0,0,1,1,0,0,0,0,1,1,0,0
7743,StrongVoices,2,34,clips/StrongVoices/2/StrongVoices_2_34.wav,1191840,1239840,0,0,0,0,0,0,0,0,3,0,0,0
7744,StrongVoices,2,35,clips/StrongVoices/2/StrongVoices_2_35.wav,29762400,29810400,0,0,0,0,0,0,0,0,3,0,0,0
7745,StrongVoices,2,36,clips/StrongVoices/2/StrongVoices_2_36.wav,30892800,30940800,0,0,1,1,0,0,0,0,1,0,0,0
7746,StrongVoices,2,37,clips/StrongVoices/2/StrongVoices_2_37.wav,1273760,1321760,0,0,0,1,0,0,0,0,2,0,0,0
7747,StrongVoices,2,38,clips/StrongVoices/2/StrongVoices_2_38.wav,34864320,34912320,0,1,0,1,0,0,0,0,2,0,0,0
7748,StrongVoices,2,39,clips/StrongVoices/2/StrongVoices_2_39.wav,35159040,35207040,0,0,1,1,1,0,2,0,1,0,0,0
7749,StrongVoices,3,0,clips/StrongVoices/3/StrongVoices_3_0.wav,675360,723360,0,0,0,1,0,0,0,0,2,1,0,0
7750,StrongVoices,3,1,clips/StrongVoices/3/StrongVoices_3_1.wav,46472640,46520640,0,0,0,0,0,3,0,3,0,0,0,0
7751,StrongVoices,3,2,clips/StrongVoices/3/StrongVoices_3_2.wav,46937920,46985920,0,0,0,0,0,0,1,0,3,0,0,0
7752,StrongVoices,3,3,clips/StrongVoices/3/StrongVoices_3_3.wav,2623520,2671520,0,0,0,0,0,0,0,0,3,0,0,0
7753,StrongVoices,3,4,clips/StrongVoices/3/StrongVoices_3_4.wav,5764160,5812160,0,0,0,0,0,0,0,0,3,1,0,0
7754,StrongVoices,3,5,clips/StrongVoices/3/StrongVoices_3_5.wav,7506400,7554400,0,0,0,0,0,0,1,0,3,1,0,0
7755,StrongVoices,3,6,clips/StrongVoices/3/StrongVoices_3_6.wav,7536800,7584800,0,0,0,0,0,0,1,0,3,0,0,0
7756,StrongVoices,3,7,clips/StrongVoices/3/StrongVoices_3_7.wav,7634400,7682400,0,0,1,0,0,0,0,0,2,0,0,0
7757,StrongVoices,3,8,clips/StrongVoices/3/StrongVoices_3_8.wav,8563840,8611840,0,0,1,3,0,0,0,0,0,1,0,0
7758,StrongVoices,3,9,clips/StrongVoices/3/StrongVoices_3_9.wav,9292800,9340800,0,0,1,1,0,0,0,2,1,0,0,0
7759,StrongVoices,3,10,clips/StrongVoices/3/StrongVoices_3_10.wav,10178400,10226400,0,0,0,2,0,1,0,0,0,1,0,0
7760,StrongVoices,3,11,clips/StrongVoices/3/StrongVoices_3_11.wav,12788960,12836960,0,0,2,1,0,0,0,0,1,0,0,0
7761,StrongVoices,3,12,clips/StrongVoices/3/StrongVoices_3_12.wav,14125760,14173760,0,0,0,2,0,0,0,0,1,1,0,0
7762,StrongVoices,3,13,clips/StrongVoices/3/StrongVoices_3_13.wav,766560,814560,0,0,0,1,0,0,0,0,2,0,0,0
7763,StrongVoices,3,14,clips/StrongVoices/3/StrongVoices_3_14.wav,15276320,15324320,0,0,2,2,0,0,0,0,0,1,0,0
7764,StrongVoices,3,15,clips/StrongVoices/3/StrongVoices_3_15.wav,15346720,15394720,0,0,1,0,0,0,0,0,2,0,0,0
7765,StrongVoices,3,16,clips/StrongVoices/3/StrongVoices_3_16.wav,16958080,17006080,0,0,0,0,0,0,0,0,3,0,0,0
7766,StrongVoices,3,17,clips/StrongVoices/3/StrongVoices_3_17.wav,18256800,18304800,1,0,0,0,0,0,0,0,2,0,3,1
7767,StrongVoices,3,18,clips/StrongVoices/3/StrongVoices_3_18.wav,19085600,19133600,0,0,0,2,0,0,0,1,1,0,0,0
7768,StrongVoices,3,19,clips/StrongVoices/3/StrongVoices_3_19.wav,22064480,22112480,0,0,1,1,0,0,0,3,2,0,0,0
7769,StrongVoices,3,20,clips/StrongVoices/3/StrongVoices_3_20.wav,22120000,22168000,0,0,0,0,0,0,2,0,3,1,0,0
7770,StrongVoices,3,21,clips/StrongVoices/3/StrongVoices_3_21.wav,988320,1036320,0,0,0,2,0,0,0,1,1,0,0,0
7771,StrongVoices,3,22,clips/StrongVoices/3/StrongVoices_3_22.wav,23267200,23315200,0,0,0,0,0,0,0,2,3,0,0,0
7772,StrongVoices,3,23,clips/StrongVoices/3/StrongVoices_3_23.wav,23595360,23643360,0,0,0,0,0,0,0,3,3,0,0,0
7773,StrongVoices,3,24,clips/StrongVoices/3/StrongVoices_3_24.wav,23995200,24043200,0,0,0,1,0,0,0,3,2,1,0,0
7774,StrongVoices,3,25,clips/StrongVoices/3/StrongVoices_3_25.wav,25615520,25663520,0,0,0,2,0,0,0,1,1,0,0,0
7775,StrongVoices,3,26,clips/StrongVoices/3/StrongVoices_3_26.wav,26108000,26156000,0,0,0,1,0,0,0,0,2,1,0,0
7776,StrongVoices,3,27,clips/StrongVoices/3/StrongVoices_3_27.wav,1070240,1118240,0,0,1,1,0,1,1,2,1,0,0,0
7777,StrongVoices,3,28,clips/StrongVoices/3/StrongVoices_3_28.wav,28629920,28677920,0,0,0,1,0,0,0,0,3,1,0,0
7778,StrongVoices,3,29,clips/StrongVoices/3/StrongVoices_3_29.wav,30088000,30136000,0,0,0,0,0,0,0,0,3,0,0,0
7779,StrongVoices,3,30,clips/StrongVoices/3/StrongVoices_3_30.wav,30478880,30526880,0,0,0,1,0,0,0,2,2,1,0,0
7780,StrongVoices,3,31,clips/StrongVoices/3/StrongVoices_3_31.wav,33346240,33394240,0,0,1,1,0,0,0,3,2,1,0,1
7781,StrongVoices,3,32,clips/StrongVoices/3/StrongVoices_3_32.wav,34578560,34626560,0,0,0,1,0,0,0,2,2,0,0,0
7782,StrongVoices,3,33,clips/StrongVoices/3/StrongVoices_3_33.wav,1322720,1370720,0,0,0,0,0,0,0,0,3,1,0,0
7783,StrongVoices,3,34,clips/StrongVoices/3/StrongVoices_3_34.wav,1351840,1399840,0,0,0,1,0,0,0,0,2,1,0,0
7784,StrongVoices,3,35,clips/StrongVoices/3/StrongVoices_3_35.wav,37404160,37452160,0,0,1,1,0,0,0,3,1,1,0,0
7785,StrongVoices,3,36,clips/StrongVoices/3/StrongVoices_3_36.wav,39240320,39288320,0,0,0,2,0,0,0,2,1,1,0,0
7786,StrongVoices,3,37,clips/StrongVoices/3/StrongVoices_3_37.wav,40651040,40699040,0,0,1,0,1,0,0,0,1,0,0,0
7787,StrongVoices,3,38,clips/StrongVoices/3/StrongVoices_3_38.wav,41656000,41704000,0,0,0,0,0,0,0,0,3,0,0,0
7788,StrongVoices,3,39,clips/StrongVoices/3/StrongVoices_3_39.wav,42577600,42625600,0,0,1,0,0,0,0,3,2,0,0,0
7789,StrongVoices,4,0,clips/StrongVoices/4/StrongVoices_4_0.wav,24145920,24193920,0,0,0,0,0,0,0,0,3,0,0,0
7790,StrongVoices,4,1,clips/StrongVoices/4/StrongVoices_4_1.wav,27093120,27141120,0,0,1,1,0,0,0,0,1,2,0,0
7791,StrongVoices,4,2,clips/StrongVoices/4/StrongVoices_4_2.wav,28082240,28130240,0,0,3,1,0,0,0,1,0,0,0,0
7792,StrongVoices,4,3,clips/StrongVoices/4/StrongVoices_4_3.wav,28538720,28586720,0,0,0,1,0,0,0,0,2,2,0,0
7793,StrongVoices,4,4,clips/StrongVoices/4/StrongVoices_4_4.wav,28569600,28617600,0,0,0,0,0,0,0,0,3,1,0,0
7794,StrongVoices,4,5,clips/StrongVoices/4/StrongVoices_4_5.wav,2764960,2812960,0,0,0,0,0,0,0,0,3,0,0,0
7795,StrongVoices,4,6,clips/StrongVoices/4/StrongVoices_4_6.wav,2811840,2859840,0,0,0,0,0,0,0,1,3,0,0,0
7796,StrongVoices,4,7,clips/StrongVoices/4/StrongVoices_4_7.wav,2966880,3014880,0,0,0,0,1,2,0,0,0,0,0,0
7797,StrongVoices,4,8,clips/StrongVoices/4/StrongVoices_4_8.wav,3131040,3179040,0,0,0,0,0,0,0,0,3,1,0,0
7798,StrongVoices,4,9,clips/StrongVoices/4/StrongVoices_4_9.wav,3168480,3216480,0,0,1,1,0,0,1,0,2,0,0,0
7799,StrongVoices,4,10,clips/StrongVoices/4/StrongVoices_4_10.wav,3714080,3762080,0,0,0,1,0,0,0,0,2,1,0,1
7800,StrongVoices,4,11,clips/StrongVoices/4/StrongVoices_4_11.wav,5113440,5161440,0,0,0,0,0,0,0,0,3,0,0,0
7801,StrongVoices,4,12,clips/StrongVoices/4/StrongVoices_4_12.wav,6966720,7014720,0,0,0,0,0,0,0,2,3,1,0,0
7802,StrongVoices,4,13,clips/StrongVoices/4/StrongVoices_4_13.wav,7058720,7106720,0,0,0,0,0,0,0,0,3,1,0,0
7803,StrongVoices,4,14,clips/StrongVoices/4/StrongVoices_4_14.wav,7833760,7881760,0,0,0,0,0,0,0,0,3,1,0,0
7804,StrongVoices,4,15,clips/StrongVoices/4/StrongVoices_4_15.wav,8289120,8337120,0,0,0,0,0,0,0,0,3,0,0,0
7805,StrongVoices,4,16,clips/StrongVoices/4/StrongVoices_4_16.wav,8978400,9026400,0,0,0,0,0,0,0,1,3,0,0,0
7806,StrongVoices,4,17,clips/StrongVoices/4/StrongVoices_4_17.wav,10599680,10647680,0,0,0,0,0,0,0,3,3,0,0,0
7807,StrongVoices,4,18,clips/StrongVoices/4/StrongVoices_4_18.wav,10644000,10692000,0,0,0,2,0,1,0,1,0,0,0,0
7808,StrongVoices,4,19,clips/StrongVoices/4/StrongVoices_4_19.wav,11464960,11512960,0,0,0,0,0,0,0,0,3,0,0,0
7809,StrongVoices,4,20,clips/StrongVoices/4/StrongVoices_4_20.wav,12802720,12850720,0,0,0,1,0,0,0,0,2,0,0,0
7810,StrongVoices,4,21,clips/StrongVoices/4/StrongVoices_4_21.wav,13861920,13909920,0,0,0,1,0,0,0,2,2,0,0,0
7811,StrongVoices,4,22,clips/StrongVoices/4/StrongVoices_4_22.wav,14114240,14162240,0,0,0,0,0,0,0,3,3,0,0,0
7812,StrongVoices,4,23,clips/StrongVoices/4/StrongVoices_4_23.wav,14353920,14401920,0,0,0,0,0,0,0,2,3,0,0,0
7813,StrongVoices,4,24,clips/StrongVoices/4/StrongVoices_4_24.wav,14531520,14579520,0,0,0,0,0,0,0,0,3,0,0,0
7814,StrongVoices,4,25,clips/StrongVoices/4/StrongVoices_4_25.wav,1357120,1405120,0,0,1,0,0,0,0,0,2,0,0,0
7815,StrongVoices,4,26,clips/StrongVoices/4/StrongVoices_4_26.wav,17207840,17255840,0,0,0,0,0,0,0,1,3,0,0,0
7816,StrongVoices,4,27,clips/StrongVoices/4/StrongVoices_4_27.wav,17960800,18008800,0,0,0,0,0,0,0,0,3,0,0,0
7817,StrongVoices,4,28,clips/StrongVoices/4/StrongVoices_4_28.wav,18460000,18508000,0,0,1,0,0,0,0,0,2,0,0,0
7818,StrongVoices,4,29,clips/StrongVoices/4/StrongVoices_4_29.wav,18708160,18756160,0,0,0,1,0,2,0,0,0,0,0,0
7819,StrongVoices,4,30,clips/StrongVoices/4/StrongVoices_4_30.wav,18829280,18877280,0,0,0,1,0,0,0,0,2,1,0,0
7820,StrongVoices,4,31,clips/StrongVoices/4/StrongVoices_4_31.wav,18860000,18908000,0,0,0,0,0,0,0,0,3,0,0,0
7821,StrongVoices,4,32,clips/StrongVoices/4/StrongVoices_4_32.wav,19320320,19368320,0,0,0,0,0,0,0,0,3,1,0,0
7822,StrongVoices,4,33,clips/StrongVoices/4/StrongVoices_4_33.wav,22016800,22064800,0,0,1,1,0,0,1,2,1,0,0,0
7823,StrongVoices,4,34,clips/StrongVoices/4/StrongVoices_4_34.wav,22052320,22100320,0,0,0,0,2,2,0,0,0,0,0,0
7824,StrongVoices,4,35,clips/StrongVoices/4/StrongVoices_4_35.wav,22242880,22290880,0,0,0,0,0,0,0,0,3,0,0,0
7825,StrongVoices,4,36,clips/StrongVoices/4/StrongVoices_4_36.wav,22954560,23002560,0,0,0,0,0,0,1,0,3,0,0,0
7826,StrongVoices,4,37,clips/StrongVoices/4/StrongVoices_4_37.wav,23138240,23186240,0,0,0,0,0,0,0,0,3,0,0,0
7827,StrongVoices,4,38,clips/StrongVoices/4/StrongVoices_4_38.wav,23690400,23738400,0,0,0,1,2,0,0,0,1,0,0,0
7828,StrongVoices,4,39,clips/StrongVoices/4/StrongVoices_4_39.wav,23844000,23892000,0,0,0,2,0,0,0,0,2,1,0,0
7829,StrongVoices,5,0,clips/StrongVoices/5/StrongVoices_5_0.wav,12709440,12757440,0,0,0,0,0,1,0,0,2,0,0,0
7830,StrongVoices,5,1,clips/StrongVoices/5/StrongVoices_5_1.wav,12746560,12794560,0,0,2,0,0,0,0,0,1,0,0,0
7831,StrongVoices,5,2,clips/StrongVoices/5/StrongVoices_5_2.wav,13465600,13513600,0,0,0,0,0,0,0,0,3,0,0,0
7832,StrongVoices,5,3,clips/StrongVoices/5/StrongVoices_5_3.wav,14018080,14066080,0,0,0,1,0,0,1,0,2,1,0,0
7833,StrongVoices,5,4,clips/StrongVoices/5/StrongVoices_5_4.wav,15989920,16037920,0,0,0,1,0,0,0,0,2,1,0,0
7834,StrongVoices,5,5,clips/StrongVoices/5/StrongVoices_5_5.wav,16758560,16806560,0,0,0,0,0,0,0,0,3,0,0,0
7835,StrongVoices,5,6,clips/StrongVoices/5/StrongVoices_5_6.wav,17183360,17231360,0,0,0,0,0,0,0,0,3,2,0,0
7836,StrongVoices,5,7,clips/StrongVoices/5/StrongVoices_5_7.wav,17548800,17596800,0,0,0,0,0,0,0,0,3,1,0,0
7837,StrongVoices,5,8,clips/StrongVoices/5/StrongVoices_5_8.wav,18737120,18785120,0,0,0,1,0,0,1,0,2,2,0,0
7838,StrongVoices,5,9,clips/StrongVoices/5/StrongVoices_5_9.wav,18771200,18819200,0,0,0,0,0,0,1,0,3,1,0,0
7839,StrongVoices,5,10,clips/StrongVoices/5/StrongVoices_5_10.wav,19874560,19922560,0,0,1,1,0,0,0,0,1,0,0,0
7840,StrongVoices,5,11,clips/StrongVoices/5/StrongVoices_5_11.wav,19915520,19963520,0,0,0,1,0,0,0,0,3,0,0,0
7841,StrongVoices,5,12,clips/StrongVoices/5/StrongVoices_5_12.wav,2249920,2297920,0,0,2,0,0,0,0,0,1,0,0,0
7842,StrongVoices,5,13,clips/StrongVoices/5/StrongVoices_5_13.wav,21615680,21663680,0,0,1,0,0,0,0,0,2,1,0,0
7843,StrongVoices,5,14,clips/StrongVoices/5/StrongVoices_5_14.wav,23640960,23688960,0,0,0,1,0,0,0,0,2,1,0,0
7844,StrongVoices,5,15,clips/StrongVoices/5/StrongVoices_5_15.wav,24228800,24276800,0,0,0,2,0,0,0,1,1,0,0,0
7845,StrongVoices,5,16,clips/StrongVoices/5/StrongVoices_5_16.wav,24565920,24613920,0,0,2,1,0,0,0,0,1,0,0,0
7846,StrongVoices,5,17,clips/StrongVoices/5/StrongVoices_5_17.wav,24605920,24653920,0,0,1,1,0,0,0,0,1,0,0,0
7847,StrongVoices,5,18,clips/StrongVoices/5/StrongVoices_5_18.wav,25684640,25732640,0,0,1,2,0,0,0,0,1,1,0,0
7848,StrongVoices,5,19,clips/StrongVoices/5/StrongVoices_5_19.wav,25829920,25877920,0,0,3,1,0,0,0,0,0,1,0,0
7849,StrongVoices,5,20,clips/StrongVoices/5/StrongVoices_5_20.wav,26908960,26956960,0,0,1,1,0,0,0,0,2,0,0,0
7850,StrongVoices,5,21,clips/StrongVoices/5/StrongVoices_5_21.wav,28809280,28857280,0,0,1,0,0,0,0,0,2,2,0,0
7851,StrongVoices,5,22,clips/StrongVoices/5/StrongVoices_5_22.wav,29299200,29347200,0,0,1,1,0,0,0,0,2,1,0,0
7852,StrongVoices,5,23,clips/StrongVoices/5/StrongVoices_5_23.wav,29455520,29503520,0,0,0,0,0,0,0,0,3,2,0,0
7853,StrongVoices,5,24,clips/StrongVoices/5/StrongVoices_5_24.wav,30288640,30336640,0,0,0,0,0,0,0,0,3,0,0,0
7854,StrongVoices,5,25,clips/StrongVoices/5/StrongVoices_5_25.wav,30966720,31014720,0,0,1,1,0,0,2,0,1,0,0,0
7855,StrongVoices,5,26,clips/StrongVoices/5/StrongVoices_5_26.wav,2637760,2685760,0,0,1,1,0,0,0,0,1,0,0,0
7856,StrongVoices,5,27,clips/StrongVoices/5/StrongVoices_5_27.wav,31561600,31609600,0,0,0,1,0,1,0,0,1,1,0,0
7857,StrongVoices,5,28,clips/StrongVoices/5/StrongVoices_5_28.wav,3286720,3334720,0,0,0,1,0,0,0,0,2,0,0,0
7858,StrongVoices,5,29,clips/StrongVoices/5/StrongVoices_5_29.wav,3460800,3508800,0,0,1,2,0,0,0,1,1,0,0,0
7859,StrongVoices,5,30,clips/StrongVoices/5/StrongVoices_5_30.wav,4552480,4600480,0,0,0,2,0,0,0,0,1,0,0,0
7860,StrongVoices,5,31,clips/StrongVoices/5/StrongVoices_5_31.wav,5760640,5808640,0,0,0,1,0,0,0,0,2,1,0,0
7861,StrongVoices,5,32,clips/StrongVoices/5/StrongVoices_5_32.wav,1526560,1574560,0,0,0,1,0,0,0,1,2,0,0,0
7862,StrongVoices,5,33,clips/StrongVoices/5/StrongVoices_5_33.wav,9008960,9056960,0,0,0,0,0,0,0,0,3,0,0,0
7863,StrongVoices,5,34,clips/StrongVoices/5/StrongVoices_5_34.wav,9622560,9670560,0,0,0,1,0,0,1,0,2,0,0,0
7864,StrongVoices,5,35,clips/StrongVoices/5/StrongVoices_5_35.wav,9694720,9742720,0,0,0,2,0,0,0,0,1,0,0,0
7865,StrongVoices,5,36,clips/StrongVoices/5/StrongVoices_5_36.wav,10221760,10269760,0,0,0,1,0,0,0,0,2,0,0,0
7866,StrongVoices,5,37,clips/StrongVoices/5/StrongVoices_5_37.wav,11631040,11679040,0,0,1,1,0,0,0,0,1,0,0,0
7867,StrongVoices,5,38,clips/StrongVoices/5/StrongVoices_5_38.wav,11915520,11963520,0,0,1,1,0,0,1,0,1,0,0,0
7868,StrongVoices,5,39,clips/StrongVoices/5/StrongVoices_5_39.wav,12450560,12498560,0,0,3,1,0,0,1,2,0,0,0,0
7869,StrongVoices,6,0,clips/StrongVoices/6/StrongVoices_6_0.wav,734080,782080,0,0,0,0,0,0,0,0,3,1,2,0
7870,StrongVoices,6,1,clips/StrongVoices/6/StrongVoices_6_1.wav,27732000,27780000,0,0,0,0,0,0,0,0,3,1,0,0
7871,StrongVoices,6,2,clips/StrongVoices/6/StrongVoices_6_2.wav,27769120,27817120,0,0,0,1,0,0,0,0,2,1,0,0
7872,StrongVoices,6,3,clips/StrongVoices/6/StrongVoices_6_3.wav,27843840,27891840,0,1,0,0,0,0,0,1,3,0,0,0
7873,StrongVoices,6,4,clips/StrongVoices/6/StrongVoices_6_4.wav,27877760,27925760,0,0,1,1,0,0,0,0,1,0,0,0
7874,StrongVoices,6,5,clips/StrongVoices/6/StrongVoices_6_5.wav,27938880,27986880,0,0,0,0,0,0,0,0,3,1,0,0
7875,StrongVoices,6,6,clips/StrongVoices/6/StrongVoices_6_6.wav,27964960,28012960,0,0,0,1,0,0,0,0,2,2,0,0
7876,StrongVoices,6,7,clips/StrongVoices/6/StrongVoices_6_7.wav,28028960,28076960,0,0,0,1,0,0,0,0,2,1,0,0
7877,StrongVoices,6,8,clips/StrongVoices/6/StrongVoices_6_8.wav,28090880,28138880,1,0,1,1,0,0,1,0,0,0,0,0
7878,StrongVoices,6,9,clips/StrongVoices/6/StrongVoices_6_9.wav,28136320,28184320,0,0,0,1,0,0,0,0,2,0,0,0
7879,StrongVoices,6,10,clips/StrongVoices/6/StrongVoices_6_10.wav,28186560,28234560,0,0,0,2,0,0,0,0,1,0,0,0
7880,StrongVoices,6,11,clips/StrongVoices/6/StrongVoices_6_11.wav,28222240,28270240,0,0,0,2,0,0,0,0,1,0,0,0
7881,StrongVoices,6,12,clips/StrongVoices/6/StrongVoices_6_12.wav,28276800,28324800,0,0,0,0,0,0,0,0,3,0,0,0
7882,StrongVoices,6,13,clips/StrongVoices/6/StrongVoices_6_13.wav,28326240,28374240,0,0,0,2,0,0,0,0,1,0,0,0
7883,StrongVoices,6,14,clips/StrongVoices/6/StrongVoices_6_14.wav,4456320,4504320,0,0,0,1,0,0,0,0,2,0,0,0
7884,StrongVoices,6,15,clips/StrongVoices/6/StrongVoices_6_15.wav,4491840,4539840,0,0,0,1,0,0,0,0,2,0,0,0
7885,StrongVoices,6,16,clips/StrongVoices/6/StrongVoices_6_16.wav,28389440,28437440,0,0,0,0,0,0,0,0,3,0,0,0
7886,StrongVoices,6,17,clips/StrongVoices/6/StrongVoices_6_17.wav,28441280,28489280,0,0,0,1,0,0,0,0,2,0,0,0
7887,StrongVoices,6,18,clips/StrongVoices/6/StrongVoices_6_18.wav,28531360,28579360,1,0,0,2,0,0,0,0,1,0,0,0
7888,StrongVoices,6,19,clips/StrongVoices/6/StrongVoices_6_19.wav,28571040,28619040,0,0,0,0,0,0,0,0,3,0,0,0
7889,StrongVoices,6,20,clips/StrongVoices/6/StrongVoices_6_20.wav,28620000,28668000,0,0,0,1,0,0,0,0,2,1,0,0
7890,StrongVoices,6,21,clips/StrongVoices/6/StrongVoices_6_21.wav,28677920,28725920,0,0,0,1,0,0,0,0,2,0,0,0
7891,StrongVoices,6,22,clips/StrongVoices/6/StrongVoices_6_22.wav,28748480,28796480,0,0,0,0,0,0,0,0,3,0,0,0
7892,StrongVoices,6,23,clips/StrongVoices/6/StrongVoices_6_23.wav,28817920,28865920,0,0,0,2,0,0,0,0,1,0,0,0
