,Unnamed: 0.1,Unnamed: 0,Show,EpId,Path,ClipId,PonavljanjeGlasova,PonavljanjeSlogova,PonavljanjeJednosloznihRijeci,ProduzavanjeGlasova,Blokada,PrekinutaRijec,Cluster,Schwa,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
130,130,142,HeStutters,1,clips/HeStutters/1/HeStutters_1_102.wav,102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40941760,40989760,0,0,1,1,0,0,1,0,1,2,0,0
131,131,143,HeStutters,1,clips/HeStutters/1/HeStutters_1_103.wav,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41236960,41284960,0,0,0,0,0,0,0,2,3,0,0,0
132,132,144,HeStutters,1,clips/HeStutters/1/HeStutters_1_104.wav,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41306560,41354560,0,0,0,0,0,3,1,1,0,1,0,1
133,133,145,HeStutters,1,clips/HeStutters/1/HeStutters_1_105.wav,105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6492320,6540320,0,0,0,0,2,0,0,0,1,0,0,0
134,134,146,HeStutters,1,clips/HeStutters/1/HeStutters_1_106.wav,106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6530560,6578560,0,0,0,3,0,0,3,0,0,0,0,0
135,135,147,HeStutters,1,clips/HeStutters/1/HeStutters_1_107.wav,107,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6638560,6686560,0,0,0,0,0,0,0,0,3,0,0,0
136,136,148,HeStutters,1,clips/HeStutters/1/HeStutters_1_108.wav,108,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6675360,6723360,0,0,1,1,0,0,0,0,1,1,0,0
137,137,149,HeStutters,1,clips/HeStutters/1/HeStutters_1_109.wav,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6978880,7026880,0,0,0,2,0,0,0,3,1,2,0,0
138,138,150,HeStutters,1,clips/HeStutters/1/HeStutters_1_110.wav,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7013120,7061120,0,0,0,0,0,0,0,0,3,1,0,0
139,139,151,HeStutters,1,clips/HeStutters/1/HeStutters_1_111.wav,111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7108160,7156160,0,0,0,0,0,1,1,2,2,0,0,0
140,140,152,HeStutters,1,clips/HeStutters/1/HeStutters_1_112.wav,112,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7141120,7189120,0,1,3,1,0,0,1,0,0,0,0,0
141,141,153,HeStutters,1,clips/HeStutters/1/HeStutters_1_113.wav,113,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7456800,7504800,0,0,0,1,0,0,0,0,2,0,0,0
142,142,155,HeStutters,1,clips/HeStutters/1/HeStutters_1_115.wav,115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2648640,2696640,0,0,0,0,1,2,0,0,0,0,0,0
143,143,156,HeStutters,1,clips/HeStutters/1/HeStutters_1_116.wav,116,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2704800,2752800,0,0,2,1,2,0,0,0,0,1,0,0
144,144,157,HeStutters,1,clips/HeStutters/1/HeStutters_1_117.wav,117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7921280,7969280,0,0,0,1,0,0,1,0,2,1,0,0
145,145,158,HeStutters,1,clips/HeStutters/1/HeStutters_1_118.wav,118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7956000,8004000,0,0,2,0,0,0,0,3,1,1,0,0
146,146,159,HeStutters,1,clips/HeStutters/1/HeStutters_1_119.wav,119,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8123040,8171040,0,0,0,1,0,0,2,0,2,0,0,0
147,147,160,HeStutters,1,clips/HeStutters/1/HeStutters_1_120.wav,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8170240,8218240,0,0,1,0,0,3,0,0,0,0,0,0
148,148,161,HeStutters,1,clips/HeStutters/1/HeStutters_1_121.wav,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8976480,9024480,0,0,0,0,0,0,0,3,3,1,0,0
149,149,162,HeStutters,1,clips/HeStutters/1/HeStutters_1_122.wav,122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9014560,9062560,0,0,0,1,0,0,0,0,2,0,0,0
150,150,163,HeStutters,1,clips/HeStutters/1/HeStutters_1_123.wav,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9140640,9188640,0,1,1,1,0,0,2,0,2,0,0,0
151,151,165,HeStutters,1,clips/HeStutters/1/HeStutters_1_125.wav,125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9227520,9275520,0,0,0,2,2,0,0,0,0,0,0,0
152,152,166,HeStutters,1,clips/HeStutters/1/HeStutters_1_126.wav,126,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,9375360,9423360,0,1,0,0,0,0,1,1,3,0,0,0
153,153,167,HeStutters,1,clips/HeStutters/1/HeStutters_1_127.wav,127,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9410720,9458720,0,0,0,0,3,1,0,0,0,0,0,0
154,154,168,HeStutters,1,clips/HeStutters/1/HeStutters_1_128.wav,128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9708320,9756320,0,0,1,1,0,0,0,0,1,1,0,0
155,155,170,HeStutters,1,clips/HeStutters/1/HeStutters_1_130.wav,130,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10119040,10167040,0,0,0,1,1,0,1,0,2,0,0,0
156,156,171,HeStutters,1,clips/HeStutters/1/HeStutters_1_131.wav,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10160800,10208800,0,0,0,0,0,0,0,0,3,1,0,0
157,157,172,HeStutters,1,clips/HeStutters/1/HeStutters_1_132.wav,132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10280320,10328320,0,0,0,2,0,0,0,0,1,0,0,0
158,158,173,HeStutters,1,clips/HeStutters/1/HeStutters_1_133.wav,133,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10518720,10566720,0,0,1,3,0,1,0,2,0,0,0,0
159,159,174,HeStutters,1,clips/HeStutters/1/HeStutters_1_134.wav,134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10564160,10612160,0,0,1,1,0,0,0,0,2,0,0,0
160,160,175,HeStutters,1,clips/HeStutters/1/HeStutters_1_135.wav,135,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2934400,2982400,0,0,1,1,1,0,0,3,1,0,0,0
161,161,176,HeStutters,1,clips/HeStutters/1/HeStutters_1_136.wav,136,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2978720,3026720,0,0,0,2,0,0,2,0,2,1,0,0
162,162,177,HeStutters,1,clips/HeStutters/1/HeStutters_1_137.wav,137,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,12466240,12514240,0,0,2,1,2,0,0,0,0,0,0,0
163,163,178,HeStutters,1,clips/HeStutters/1/HeStutters_1_138.wav,138,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12512000,12560000,0,0,1,1,0,0,2,0,1,0,0,0
164,164,179,HeStutters,1,clips/HeStutters/1/HeStutters_1_139.wav,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12786880,12834880,0,0,0,1,0,0,1,0,2,0,0,0
165,165,180,HeStutters,1,clips/HeStutters/1/HeStutters_1_140.wav,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12821920,12869920,0,0,2,0,0,0,0,0,2,0,0,0
166,166,181,HeStutters,1,clips/HeStutters/1/HeStutters_1_141.wav,141,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12866400,12914400,0,0,0,1,0,0,1,0,2,0,0,0
167,167,182,HeStutters,1,clips/HeStutters/1/HeStutters_1_142.wav,142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12901440,12949440,0,0,1,1,0,0,0,0,1,0,0,0
168,168,183,HeStutters,1,clips/HeStutters/1/HeStutters_1_143.wav,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12980800,13028800,0,0,0,0,0,1,1,3,2,0,0,0
169,169,184,HeStutters,1,clips/HeStutters/1/HeStutters_1_144.wav,144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13032640,13080640,0,0,3,0,0,0,1,0,0,0,0,0
170,170,185,HeStutters,1,clips/HeStutters/1/HeStutters_1_145.wav,145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13221920,13269920,0,0,1,1,0,0,0,0,1,2,0,0
171,171,186,HeStutters,1,clips/HeStutters/1/HeStutters_1_146.wav,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13257920,13305920,0,0,0,2,0,3,0,1,0,3,0,1
172,172,187,HeStutters,1,clips/HeStutters/1/HeStutters_1_147.wav,147,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,14344000,14392000,0,0,0,2,2,0,1,0,1,1,0,0
173,173,188,HeStutters,1,clips/HeStutters/1/HeStutters_1_148.wav,148,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,14402080,14450080,0,0,3,0,0,0,1,0,0,2,0,0
174,174,189,HeStutters,1,clips/HeStutters/1/HeStutters_1_149.wav,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14726400,14774400,0,0,1,0,0,0,0,0,2,0,0,0
175,175,190,HeStutters,1,clips/HeStutters/1/HeStutters_1_150.wav,150,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14758560,14806560,0,0,0,2,0,0,0,0,1,0,0,0
176,176,191,HeStutters,1,clips/HeStutters/1/HeStutters_1_151.wav,151,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14783360,14831360,0,0,0,0,1,0,1,0,2,0,0,0
177,177,192,HeStutters,1,clips/HeStutters/1/HeStutters_1_152.wav,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14980640,15028640,0,0,0,0,0,0,1,0,3,1,0,0
178,178,193,HeStutters,1,clips/HeStutters/1/HeStutters_1_153.wav,153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15015200,15063200,0,0,0,0,1,0,1,0,2,0,0,2
179,179,194,HeStutters,1,clips/HeStutters/1/HeStutters_1_154.wav,154,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,15070560,15118560,1,0,1,1,1,0,0,0,1,0,0,0
180,180,195,HeStutters,1,clips/HeStutters/1/HeStutters_1_155.wav,155,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15124320,15172320,0,0,0,0,3,0,0,0,0,1,0,0
181,181,196,HeStutters,1,clips/HeStutters/1/HeStutters_1_156.wav,156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3482240,3530240,0,0,1,1,1,0,0,0,0,0,0,0
182,182,197,HeStutters,1,clips/HeStutters/1/HeStutters_1_157.wav,157,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3516640,3564640,0,0,0,2,2,1,0,1,0,0,0,0
183,183,198,HeStutters,1,clips/HeStutters/1/HeStutters_1_158.wav,158,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15173440,15221440,0,0,0,0,2,2,0,0,0,0,0,0
184,184,199,HeStutters,1,clips/HeStutters/1/HeStutters_1_159.wav,159,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15205760,15253760,0,0,2,2,1,0,0,0,0,1,0,0
185,185,200,HeStutters,1,clips/HeStutters/1/HeStutters_1_160.wav,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15252000,15300000,0,0,2,2,1,0,0,1,1,0,0,0
186,186,201,HeStutters,1,clips/HeStutters/1/HeStutters_1_161.wav,161,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15289600,15337600,0,0,3,0,2,0,0,0,0,0,0,0
187,187,202,HeStutters,1,clips/HeStutters/1/HeStutters_1_162.wav,162,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15335200,15383200,0,0,0,1,0,0,0,0,2,1,0,0
188,188,203,HeStutters,1,clips/HeStutters/1/HeStutters_1_163.wav,163,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15381440,15429440,0,0,1,0,2,0,0,0,0,1,0,0
189,189,204,HeStutters,1,clips/HeStutters/1/HeStutters_1_164.wav,164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16015840,16063840,0,0,1,2,1,0,1,1,0,0,0,0
190,190,205,HeStutters,1,clips/HeStutters/1/HeStutters_1_165.wav,165,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16053120,16101120,0,0,1,0,0,0,0,0,2,1,0,0
191,191,206,HeStutters,1,clips/HeStutters/1/HeStutters_1_166.wav,166,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16190400,16238400,0,0,0,1,1,0,0,0,2,1,0,0
192,192,207,HeStutters,1,clips/HeStutters/1/HeStutters_1_167.wav,167,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16223360,16271360,0,0,0,1,2,0,1,0,0,0,0,0
193,193,208,HeStutters,1,clips/HeStutters/1/HeStutters_1_168.wav,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16315520,16363520,0,0,2,0,0,0,0,2,1,0,0,0
194,194,209,HeStutters,1,clips/HeStutters/1/HeStutters_1_169.wav,169,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16348960,16396960,0,0,2,2,1,0,0,0,0,0,0,0
195,195,210,HeStutters,1,clips/HeStutters/1/HeStutters_1_170.wav,170,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16463200,16511200,0,0,2,3,1,0,1,0,0,0,0,0
196,196,211,HeStutters,1,clips/HeStutters/1/HeStutters_1_171.wav,171,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16502400,16550400,0,0,0,1,0,0,0,0,2,2,0,0
197,197,212,HeStutters,1,clips/HeStutters/1/HeStutters_1_172.wav,172,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16672480,16720480,0,0,0,0,1,2,0,2,0,0,0,0
198,198,213,HeStutters,1,clips/HeStutters/1/HeStutters_1_173.wav,173,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16733760,16781760,0,0,1,1,0,0,2,0,1,0,0,0
199,199,214,HeStutters,1,clips/HeStutters/1/HeStutters_1_174.wav,174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16794080,16842080,0,0,1,0,0,0,2,0,2,0,0,0
200,200,215,HeStutters,1,clips/HeStutters/1/HeStutters_1_175.wav,175,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16834720,16882720,0,0,1,0,0,3,1,0,0,1,0,0
201,201,216,HeStutters,1,clips/HeStutters/1/HeStutters_1_176.wav,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3907040,3955040,0,0,0,1,0,0,0,0,2,2,0,0
202,202,217,HeStutters,1,clips/HeStutters/1/HeStutters_1_177.wav,177,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3944320,3992320,0,0,0,1,1,0,1,0,1,1,0,0
203,203,218,HeStutters,1,clips/HeStutters/1/HeStutters_1_178.wav,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16874240,16922240,0,0,0,0,0,0,0,3,3,0,0,0
204,204,219,HeStutters,1,clips/HeStutters/1/HeStutters_1_179.wav,179,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16914400,16962400,0,0,0,2,0,0,0,1,1,0,0,0
205,205,220,HeStutters,1,clips/HeStutters/1/HeStutters_1_180.wav,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16963680,17011680,0,0,2,0,0,0,0,1,1,0,0,0
206,206,221,HeStutters,1,clips/HeStutters/1/HeStutters_1_181.wav,181,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17010720,17058720,0,0,0,0,2,0,0,0,1,0,0,0
207,207,222,HeStutters,1,clips/HeStutters/1/HeStutters_1_182.wav,182,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,17043200,17091200,0,0,2,1,0,0,1,0,1,0,0,0
208,208,223,HeStutters,1,clips/HeStutters/1/HeStutters_1_183.wav,183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17106400,17154400,0,0,0,2,2,0,0,0,0,0,0,0
209,209,224,HeStutters,1,clips/HeStutters/1/HeStutters_1_184.wav,184,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17369120,17417120,0,0,0,2,0,0,1,0,1,0,0,0
210,210,225,HeStutters,1,clips/HeStutters/1/HeStutters_1_185.wav,185,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17402400,17450400,0,0,1,0,0,0,1,0,2,0,0,0
211,211,226,HeStutters,1,clips/HeStutters/1/HeStutters_1_186.wav,186,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17453920,17501920,0,0,0,1,2,0,0,0,0,0,0,0
212,212,227,HeStutters,1,clips/HeStutters/1/HeStutters_1_187.wav,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17499040,17547040,0,0,0,1,0,0,0,0,2,0,0,0
213,213,228,HeStutters,1,clips/HeStutters/1/HeStutters_1_188.wav,188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17666080,17714080,0,0,3,0,0,0,0,1,0,0,0,0
214,214,229,HeStutters,1,clips/HeStutters/1/HeStutters_1_189.wav,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17700640,17748640,0,0,0,2,0,0,0,0,1,0,0,0
215,215,231,HeStutters,1,clips/HeStutters/1/HeStutters_1_191.wav,191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17900000,17948000,0,0,2,0,0,0,0,0,1,0,0,0
216,216,232,HeStutters,1,clips/HeStutters/1/HeStutters_1_192.wav,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17972960,18020960,0,0,0,0,0,0,0,0,3,1,0,0
217,217,233,HeStutters,1,clips/HeStutters/1/HeStutters_1_193.wav,193,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18006240,18054240,0,0,0,0,0,2,0,0,1,0,0,0
218,218,234,HeStutters,1,clips/HeStutters/1/HeStutters_1_194.wav,194,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3995680,4043680,0,0,2,0,1,3,1,0,0,1,0,0
219,219,235,HeStutters,1,clips/HeStutters/1/HeStutters_1_195.wav,195,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4043360,4091360,0,0,0,0,0,0,0,0,3,0,0,0
220,220,236,HeStutters,1,clips/HeStutters/1/HeStutters_1_196.wav,196,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18749120,18797120,0,0,1,1,0,0,0,0,1,1,0,0
221,221,238,HeStutters,1,clips/HeStutters/1/HeStutters_1_198.wav,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19098880,19146880,0,0,0,0,0,0,1,1,3,0,0,0
222,222,239,HeStutters,1,clips/HeStutters/1/HeStutters_1_199.wav,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19138080,19186080,0,0,0,0,0,0,0,2,3,1,0,0
223,223,240,HeStutters,1,clips/HeStutters/1/HeStutters_1_200.wav,200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19231360,19279360,0,0,1,1,0,0,0,0,1,0,0,0
224,224,241,HeStutters,1,clips/HeStutters/1/HeStutters_1_201.wav,201,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19308960,19356960,0,0,0,2,1,0,0,0,0,0,0,0
225,225,242,HeStutters,1,clips/HeStutters/1/HeStutters_1_202.wav,202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19786720,19834720,0,0,2,0,2,0,1,0,1,0,0,0
226,226,243,HeStutters,1,clips/HeStutters/1/HeStutters_1_203.wav,203,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19823040,19871040,2,0,0,0,0,0,0,0,2,0,0,3
227,227,244,HeStutters,1,clips/HeStutters/1/HeStutters_1_204.wav,204,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19858560,19906560,0,0,2,0,1,0,2,0,0,0,0,0
228,228,245,HeStutters,1,clips/HeStutters/1/HeStutters_1_205.wav,205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20301280,20349280,0,0,0,0,0,3,1,0,0,0,0,0
229,229,246,HeStutters,1,clips/HeStutters/1/HeStutters_1_206.wav,206,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20360480,20408480,0,0,0,2,0,0,0,1,1,1,0,0
230,230,247,HeStutters,1,clips/HeStutters/1/HeStutters_1_207.wav,207,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20414720,20462720,0,0,0,0,1,2,0,1,0,0,0,0
231,231,248,HeStutters,1,clips/HeStutters/1/HeStutters_1_208.wav,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20455680,20503680,0,0,1,0,0,0,2,0,2,0,0,0
232,232,249,HeStutters,1,clips/HeStutters/1/HeStutters_1_209.wav,209,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20511200,20559200,0,0,0,2,3,0,1,0,0,0,0,0
233,233,250,HeStutters,1,clips/HeStutters/1/HeStutters_1_210.wav,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20727200,20775200,0,1,0,0,0,3,1,0,0,0,0,0
234,234,251,HeStutters,1,clips/HeStutters/1/HeStutters_1_211.wav,211,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20761440,20809440,0,0,3,0,1,0,2,0,0,0,0,0
235,235,252,HeStutters,1,clips/HeStutters/1/HeStutters_1_212.wav,212,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,20840160,20888160,0,0,0,2,1,0,2,0,1,0,0,1
236,236,253,HeStutters,1,clips/HeStutters/1/HeStutters_1_213.wav,213,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20876960,20924960,0,0,1,0,0,0,0,0,2,0,0,0
237,237,254,HeStutters,1,clips/HeStutters/1/HeStutters_1_214.wav,214,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4101600,4149600,1,0,0,1,1,0,2,0,0,0,0,0
238,238,255,HeStutters,1,clips/HeStutters/1/HeStutters_1_215.wav,215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20998080,21046080,0,0,0,1,0,0,0,3,2,1,0,0
239,239,256,HeStutters,1,clips/HeStutters/1/HeStutters_1_216.wav,216,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21037120,21085120,0,0,0,0,0,0,0,2,3,1,0,0
240,240,257,HeStutters,1,clips/HeStutters/1/HeStutters_1_217.wav,217,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21576320,21624320,0,0,1,2,0,0,1,0,0,0,0,0
241,241,258,HeStutters,1,clips/HeStutters/1/HeStutters_1_218.wav,218,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21609600,21657600,0,0,1,0,0,0,0,0,2,0,0,3
242,242,260,HeStutters,1,clips/HeStutters/1/HeStutters_1_220.wav,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21794560,21842560,0,0,0,0,0,2,1,1,1,0,0,0
243,243,261,HeStutters,1,clips/HeStutters/1/HeStutters_1_221.wav,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21863040,21911040,0,0,1,0,1,0,0,0,1,0,0,0
244,244,262,HeStutters,1,clips/HeStutters/1/HeStutters_1_222.wav,222,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21952160,22000160,0,0,3,0,1,0,1,2,0,0,0,0
245,245,263,HeStutters,1,clips/HeStutters/1/HeStutters_1_223.wav,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22759680,22807680,0,0,0,1,0,0,1,0,2,1,0,0
246,246,266,HeStutters,1,clips/HeStutters/1/HeStutters_1_226.wav,226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22896640,22944640,0,0,0,1,1,0,1,0,1,0,0,1
247,247,268,HeStutters,1,clips/HeStutters/1/HeStutters_1_228.wav,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22972800,23020800,0,0,0,0,0,0,0,0,3,0,0,0
248,248,269,HeStutters,1,clips/HeStutters/1/HeStutters_1_229.wav,229,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23255360,23303360,0,0,1,1,2,1,0,0,0,0,0,0
249,249,270,HeStutters,1,clips/HeStutters/1/HeStutters_1_230.wav,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23288480,23336480,0,0,1,1,0,0,0,0,1,0,0,0
250,250,271,HeStutters,1,clips/HeStutters/1/HeStutters_1_231.wav,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4642400,4690400,0,0,0,1,0,0,0,1,2,0,0,0
251,251,272,HeStutters,1,clips/HeStutters/1/HeStutters_1_232.wav,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4675520,4723520,0,0,0,1,1,0,0,3,1,1,0,0
252,252,273,HeStutters,1,clips/HeStutters/1/HeStutters_1_233.wav,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23335040,23383040,0,0,1,0,0,0,0,3,2,1,0,0
253,253,274,HeStutters,1,clips/HeStutters/1/HeStutters_1_234.wav,234,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23371520,23419520,0,0,1,2,1,0,0,0,0,1,0,0
254,254,275,HeStutters,1,clips/HeStutters/1/HeStutters_1_235.wav,235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23451360,23499360,0,0,0,1,0,0,1,0,2,0,0,0
255,255,276,HeStutters,1,clips/HeStutters/1/HeStutters_1_236.wav,236,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23485440,23533440,0,0,0,0,3,0,2,0,0,0,0,0
256,256,277,HeStutters,1,clips/HeStutters/1/HeStutters_1_237.wav,237,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23531360,23579360,0,0,1,0,0,0,0,1,2,0,0,0
257,257,278,HeStutters,1,clips/HeStutters/1/HeStutters_1_238.wav,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23564640,23612640,0,0,1,0,0,2,0,0,1,0,0,0
258,258,279,HeStutters,1,clips/HeStutters/1/HeStutters_1_239.wav,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24020000,24068000,0,0,1,1,0,0,0,2,1,0,0,0
259,259,280,HeStutters,1,clips/HeStutters/1/HeStutters_1_240.wav,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24063680,24111680,0,1,0,1,0,0,1,2,2,1,0,0
260,260,281,HeStutters,1,clips/HeStutters/1/HeStutters_1_241.wav,241,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,24104000,24152000,0,0,1,2,0,0,0,1,0,0,0,0
261,261,282,HeStutters,1,clips/HeStutters/1/HeStutters_1_242.wav,242,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,24141920,24189920,0,0,1,0,1,0,0,0,2,1,0,0
